Filename,Title,Keywords
big project 03 8850_FINAL.eps,Set of Conference Room Audience Icons in Gradient and Outline Styles,"conference, meeting, audience, presentation, seating, business, training, seminar, classroom, corporate, event, lecture, workshop, display, screen, office, professional, group, chair, row, layout, planning, education, communication, visual, minimal, symbol, sign, graphic, design, gradient, colorful, outline, linear, modern, flat, simple, element, interface, web, app, concept, strategy, collaboration, team"
big project 03 8851_FINAL.eps,Legal Document Folder Icons with Gavel Symbol,"legal, gavel, folder, law, justice, court, document, attorney, judge, verdict, trial, lawyer, case, file, litigation, administration, official, business, corporate, compliance, regulation, authority, sentence, hammer, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, digital, data, archiving, storage, management, legal"
big project 03 8852_FINAL.eps,Legal Case File Icons with Gavel Illustration,"legal, case, file, gavel, law, justice, court, document, folder, trial, judge, attorney, litigation, verdict, hammer, lawyer, official, business, corporate, compliance, regulation, authority, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, digital, data, archiving, storage, management, legal, system"
big project 03 8853_FINAL.eps,Theater and Auditorium Stage Icons in Various Styles,"theater, auditorium, stage, cinema, event, seating, curtains, performance, entertainment, hall, concert, show, ticket, planning, venue, audience, movie, film, arts, production, culture, design, gradient, colorful, outline, linear, minimal, simple, icon, graphic, symbol, web, interface, app, digital, layout, capacity, booking, reservation, seat, rows, platform, media, event"
big project 03 8854_FINAL.eps,Auditorium Seating and Stage Icons for Event Planning,"auditorium, theater, stage, seating, event, venue, concert, performance, hall, cinema, entertainment, show, ticket, planning, audience, movie, film, arts, production, culture, design, gradient, colorful, outline, linear, minimal, simple, icon, graphic, symbol, web, interface, app, digital, layout, capacity, booking, reservation, seat, rows, platform, media, event"
big project 03 8855_FINAL.eps,Digital Security Safe Icons with Target and Document,"safe, security, data, privacy, document, target, protection, encryption, confidential, storage, vault, lock, safety, business, finance, cyber, digital, information, files, archive, banking, secure, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, management, system, defense, guarantee, trust, backup, access"
big project 03 8856_FINAL.eps,Secure Document Storage Safe Icons,"safe, security, data, document, privacy, protection, encryption, confidential, storage, vault, lock, safety, business, finance, cyber, digital, information, files, archive, banking, secure, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, management, system, defense, guarantee, trust, backup, access, file"
big project 03 8857_FINAL.eps,Podium or Lectern Icons for Public Speaking,"podium, lectern, speech, speaking, conference, lecture, presentation, stage, university, academic, business, corporate, meeting, event, seminar, speaker, platform, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, digital, education, training, leadership, communication, public, stand, furniture, speech, talk, forum"
big project 03 8858_FINAL.eps,Server Backup and Security Icons,"server, backup, security, data, shield, protection, cloud, storage, recovery, database, network, cyber, digital, information, infrastructure, system, management, safety, encryption, firewall, technology, hosting, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, maintenance, update, synchronization, transfer, secure, defense, reliable"
big project 03 8859_FINAL.eps,Professional Podium or Speaker Stand Icons,"podium, lectern, speech, speaking, conference, lecture, presentation, stage, university, academic, business, corporate, meeting, event, seminar, speaker, platform, symbol, icon, gradient, colorful, outline, linear, minimal, simple, graphic, design, concept, professional, web, interface, app, digital, education, training, leadership, communication, public, stand, furniture, speech, talk, forum, keynote"
big project 03 8860_FINAL.eps,Secure Data Room Concept Icon Set,"security, data, room, office, protection, shield, digital, safety, cyber, icon, set, gradient, line, art, business, privacy, information, storage, server, guarded, locked, concept, graphic, design, symbol, web, app, interface, ui, element, technology, network, safe, secure, infographic, minimal, modern, flat, outline, file, document, confidential, access, control, restricted"
big project 03 8861_FINAL.eps,Secure Office Environment Icon Collection,"office, security, room, shield, protection, safe, business, data, cyber, privacy, secure, icon, set, gradient, outline, digital, company, facility, guarded, locked, confidential, information, management, corporate, access, control, symbol, graphic, design, web, ui, interface, technology, network, safety, infographic, minimal, modern, flat, building, space, environment, restricted, database, infrastructure"
big project 03 8862_FINAL.eps,Studio Spotlight Lighting Icon Set,"spotlight, studio, lighting, light, stage, broadcast, photography, icon, set, gradient, line, art, design, graphic, beam, theatre, performance, media, production, equipment, lamp, focused, bright, shining, visual, effect, symbol, web, app, ui, interface, technology, modern, minimal, flat, outline, camera, film, show, event, entertainment, illumination, spot, beam, equipment"
big project 03 8863_FINAL.eps,Secure Police Station or Government Building Icons,"building, police, station, security, shield, government, safe, protection, law, enforcement, icon, set, gradient, line, art, design, graphic, institutional, safety, guarded, facility, public, service, authority, symbol, web, ui, interface, technology, modern, minimal, flat, outline, structure, architecture, city, urban, department, legal, official, trusted, secure, checkpoint, access, control"
big project 03 8864_FINAL.eps,Government Facility Security Icon Set,"building, government, security, shield, facility, safe, public, institution, protection, law, icon, set, gradient, line, art, design, graphic, safety, authority, department, civic, urban, architecture, structure, symbol, web, ui, interface, technology, modern, minimal, flat, outline, trusted, official, service, management, infrastructure, access, control, secure, guarded, checkpoint, legal"
big project 03 8865_FINAL.eps,Professional Microphone on Stand Icon Set,"microphone, stand, audio, sound, broadcast, podcast, live, recording, music, speech, icon, set, gradient, line, art, design, graphic, equipment, voice, communication, media, performance, stage, studio, pro, symbol, web, ui, interface, technology, modern, minimal, flat, outline, singing, speaking, event, production, gear, hardware, input, device, amplification, radio"
big project 03 8866_FINAL.eps,Studio Microphone Equipment Icon Set,"microphone, stand, audio, studio, recording, broadcast, podcast, voice, music, sound, icon, set, gradient, line, art, design, graphic, equipment, communication, media, performance, stage, pro, symbol, web, ui, interface, technology, modern, minimal, flat, outline, singing, speaking, event, production, gear, hardware, input, device, amplification, radio, engineering"
big project 03 8867_FINAL.eps,Professional Stage Spotlight Icon Set,"spotlight, stage, lighting, light, theatre, event, performance, icon, set, gradient, line, art, design, graphic, beam, broadcast, media, production, equipment, lamp, focused, bright, shining, visual, effect, symbol, web, app, ui, interface, technology, modern, minimal, flat, outline, camera, film, show, entertainment, illumination, spot, beam, engineering, showbiz, venue"
big project 03 8868_FINAL.eps,International Banking and Finance Building Icons,"bank, finance, money, currency, building, dollar, yen, economy, banking, icon, set, gradient, line, art, design, graphic, business, investment, corporate, financial, wealth, global, trade, symbol, web, ui, interface, technology, modern, minimal, flat, outline, structure, architecture, office, asset, capital, growth, banking, service, transaction, payment, market, commercial"
big project 03 8869_FINAL.eps,Secure Database Synchronization Icon Set,"database, server, sync, security, shield, data, protection, backup, refresh, cloud, icon, set, gradient, line, art, design, graphic, storage, cyber, privacy, network, safe, secure, information, management, technology, web, ui, interface, modern, minimal, flat, outline, symbol, access, control, digital, infrastructure, recovery, update, transfer, guarded, locked, confidential"
big project 03 8870_FINAL.eps,Corporate Office Building with Euro Currency Symbol Icon Set,"building, office, euro, finance, currency, money, bank, corporate, business, icon, symbol, gradient, colorful, outline, linear, set, collection, commercial, investment, banking, asset, capital, wealth, economy, growth, real, estate, architecture, structure, design, graphic, illustration, flat, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, financial, professional"
big project 03 8871_FINAL.eps,Employee ID Badge Holder Icon Set in Vibrant Colors,"badge, id, card, holder, employee, staff, access, security, identification, pass, identity, corporate, office, work, business, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, personnel, human, resources, management, entry, badge, credential, membership, tag"
big project 03 8872_FINAL.eps,Minimalist Employee Identification Badge Icon Collection,"badge, id, card, holder, employee, staff, access, security, identification, pass, identity, corporate, office, work, business, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, personnel, human, resources, management, entry, badge, credential, membership, tag"
big project 03 8873_FINAL.eps,Law Firm and Courthouse Building Icon Set,"law, court, courthouse, justice, scales, legal, building, firm, attorney, lawyer, government, judicial, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, services, courtroom, judgment, legal, practice, advocacy, authority, legislation, system, counsel"
big project 03 8874_FINAL.eps,Legal Services and Courthouse Building Icon Set,"law, court, courthouse, justice, scales, legal, building, firm, attorney, lawyer, government, judicial, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, services, courtroom, judgment, legal, practice, advocacy, authority, legislation, system, counsel"
big project 03 8875_FINAL.eps,Staff ID Card Icon Set with Profile Picture Placeholder,"staff, id, card, badge, employee, profile, user, person, identification, security, access, corporate, office, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, human, resources, management, personnel, membership, credential, pass, tag, avatar"
big project 03 8876_FINAL.eps,Corporate Staff Identification Badge Icon Set,"staff, id, card, badge, employee, profile, user, person, identification, security, access, corporate, office, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, human, resources, management, personnel, membership, credential, pass, tag, avatar"
big project 03 8877_FINAL.eps,Treasury Hub Building Icon Set with Coin Stacks,"treasury, hub, bank, money, finance, coins, wealth, investment, building, capital, assets, economy, growth, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, banking, financial, currency, savings, profit, monetary, accounting, ledger, business"
big project 03 8878_FINAL.eps,Financial Treasury Hub Building Icon Collection,"treasury, hub, bank, money, finance, coins, wealth, investment, building, capital, assets, economy, growth, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, banking, financial, currency, savings, profit, monetary, accounting, ledger, business"
big project 03 8879_FINAL.eps,Professional ID Card Icon Set for Corporate Use,"id, card, badge, identification, staff, employee, access, security, pass, profile, person, user, corporate, office, icon, set, gradient, colorful, outline, linear, flat, design, graphic, illustration, modern, minimalist, web, app, interface, ui, ux, template, marketing, branding, professional, human, resources, management, personnel, membership, credential, tag, avatar, work"
big project 03 8880_FINAL.eps,Mountain Sunrise Gradient Icon Set,"mountain, sun, sunrise, peak, landscape, nature, icon, gradient, colorful, minimal, outline, symbol, adventure, hiking, travel, climbing, summit, outdoor, environment, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, business, concept, tourism, view, vista, range, alps, rock, sky, day, light, bright, isolated"
big project 03 8881_FINAL.eps,Potted Plant Growth Gradient Icon Set,"plant, pot, growth, nature, leaf, gardening, eco, environment, icon, gradient, colorful, minimal, outline, symbol, botany, flower, home, garden, organic, sustainability, green, growth, life, seedling, agriculture, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, business, concept, earth, cultivation, botanical, spring, isolated"
big project 03 8882_FINAL.eps,ID Badge Employee Card Icon Set,"badge, id, card, employee, identity, security, access, corporate, office, icon, gradient, colorful, minimal, outline, symbol, name, tag, pass, staff, business, professional, identification, hr, management, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, member, entry, check, scanner, data, profile, isolated"
big project 03 8883_FINAL.eps,Formal Business Shirt and Tie Icon Set,"shirt, tie, formal, business, professional, attire, clothing, suit, fashion, icon, gradient, colorful, minimal, outline, symbol, work, office, executive, wear, apparel, style, menswear, corporate, job, interview, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, dress, manager, leader, smart, clothing, isolated"
big project 03 8884_FINAL.eps,Professional Business Shirt Icon Set,"shirt, business, professional, formal, attire, clothing, suit, fashion, icon, gradient, colorful, minimal, outline, symbol, work, office, executive, wear, apparel, style, menswear, corporate, job, interview, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, dress, manager, leader, smart, clothing, isolated"
big project 03 8885_FINAL.eps,Bank Hub ATM Transaction Icon Set,"bank, atm, finance, money, card, credit, transaction, hub, banking, icon, gradient, colorful, minimal, outline, symbol, payment, cash, withdraw, deposit, economy, business, service, security, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, savings, wealth, account, digital, teller, machine, isolated"
big project 03 8886_FINAL.eps,Warning Notice Document Icon Set,"warning, notice, alert, document, safety, danger, caution, exclamation, report, icon, gradient, colorful, minimal, outline, symbol, important, message, attention, file, paper, info, security, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, error, risk, hazard, policy, notice, data, text, isolated"
big project 03 8887_FINAL.eps,Safety Alert Document Icon Set,"safety, alert, document, warning, danger, caution, exclamation, report, notice, icon, gradient, colorful, minimal, outline, symbol, important, message, attention, file, paper, info, security, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, error, risk, hazard, policy, rules, data, text, isolated"
big project 03 8888_FINAL.eps,Audit Hub Document Inspection Icon Set,"audit, hub, document, inspection, magnifying, glass, finance, data, review, icon, gradient, colorful, minimal, outline, symbol, search, check, analysis, business, report, account, tax, compliance, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, research, verify, control, finding, office, survey, isolated"
big project 03 8889_FINAL.eps,Corporate Audit Hub Inspection Icon Set,"audit, hub, document, inspection, magnifying, glass, finance, data, review, icon, gradient, colorful, minimal, outline, symbol, search, check, analysis, business, report, account, tax, compliance, graphic, design, ui, ux, web, app, element, set, collection, modern, flat, sign, logo, concept, research, verify, control, finding, office, survey, isolated"
big project 03 8890_FINAL.eps,Corporate Financial Desk Icons Set,"finance, desk, business, icon, accounting, euro, money, office, work, banking, corporate, data, management, document, file, paper, graphical, design, symbol, set, gradient, line, minimal, modern, ui, ux, web, app, digital, summary, report, growth, investment, budget, analysis, commerce, trade, strategy, professional, concept, element, graphic, style, asset, interface"
big project 03 8891_FINAL.eps,Eco Friendly Waste Management Icons,"eco, waste, recycling, green, environment, nature, sustainable, management, trash, bin, earth, protection, leaf, icon, design, graphic, gradient, line, minimal, clean, ecology, conservation, pollution, disposal, sorting, compost, organic, symbol, set, modern, ui, ux, web, app, digital, concept, element, style, professional, future, climate, planet, saving, resource, activity"
big project 03 8892_FINAL.eps,Financial Ledger and Desk Icons,"finance, ledger, desk, business, accounting, euro, money, document, office, banking, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, data, report, summary, investment, budget, analysis, commerce, trade, strategy, professional, concept, element, symbol, set, asset, interface, work, corporate, file, paper, management, fiscal"
big project 03 8893_FINAL.eps,Corporate Growth and Building Icons,"business, growth, building, corporate, arrow, success, market, finance, real, estate, development, expansion, scaling, progress, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, strategy, investment, profit, performance, upward, trend, architecture, office, company, symbol, set, element, concept, professional, commercial, industry, economy, result, goal"
big project 03 8894_FINAL.eps,Business Success and Building Icons,"business, success, building, growth, arrow, corporate, office, market, finance, analysis, trend, profit, performance, progress, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, strategy, investment, upward, architecture, company, symbol, set, element, concept, professional, commercial, industry, economy, result, goal, scale, venture"
big project 03 8895_FINAL.eps,Signed Legal Document Icons,"document, legal, contract, signed, agreement, business, paper, binding, file, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, administration, law, formal, official, symbol, set, element, concept, professional, corporate, records, verification, signature, paperwork, form, clerical, office, work, data, processing, archive, storage, authentic"
big project 03 8896_FINAL.eps,Signed Business Contract Icons,"contract, signed, business, document, agreement, signature, legal, paper, file, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, administration, law, formal, official, symbol, set, element, concept, professional, corporate, records, verification, paperwork, form, clerical, office, work, data, processing, archive, storage, authentication"
big project 03 8897_FINAL.eps,Wealth Management Hub Icons,"wealth, hub, finance, banking, money, building, coins, investment, security, financial, institution, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, corporate, savings, capital, growth, economy, management, symbol, set, element, concept, professional, commercial, industry, bank, asset, profit, service, strategy, money, vault, reserve"
big project 03 8898_FINAL.eps,Modern Wealth Hub Building Icons,"wealth, hub, finance, banking, money, building, coins, investment, security, financial, institution, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, corporate, savings, capital, growth, economy, management, symbol, set, element, concept, professional, commercial, industry, bank, asset, profit, service, strategy, money, vault, reserve, center"
big project 03 8899_FINAL.eps,Financial Bill and Folder Icons,"bill, folder, finance, euro, money, document, accounting, payment, invoice, icon, design, graphic, gradient, line, minimal, modern, ui, ux, web, app, digital, data, report, summary, business, banking, budget, analysis, commerce, trade, strategy, professional, concept, element, symbol, set, asset, interface, work, corporate, file, paper, management, payable"
big project 03 8900_FINAL.eps,Euro Bill Folder Document Icon Set,"folder, bill, euro, finance, accounting, banking, currency, document, invoice, payment, money, business, management, data, file, icon, symbol, web, ui, app, digital, design, graphic, business, commerce, transaction, economy, fiscal, budget, report, storage, organizer, system, interface, template, minimalist, gradient, colorful, monochrome, stroke, flat, element, collection, set, graphic"
big project 03 8901_FINAL.eps,Euro Capital Hub Bank Building Icon Set,"bank, building, finance, capital, euro, hub, money, banking, economy, investment, financial, business, corporate, institution, savings, assets, wealth, growth, commercial, structure, architecture, icon, symbol, ui, web, design, graphic, digital, flat, gradient, minimalist, line, stroke, set, collection, money, banking, service, account, transaction, payment, currency, monetary, enterprise, fintech"
big project 03 8902_FINAL.eps,Secure Cloud Database Storage Icon Set,"cloud, database, storage, security, shield, check, data, server, computing, protection, safe, secure, backup, network, technology, internet, web, digital, icon, symbol, ui, app, design, graphic, information, management, system, infrastructure, online, hosting, privacy, cyber, encryption, development, it, gradient, colorful, line, minimalist, stroke, flat, element, set, collection, tech"
big project 03 8903_FINAL.eps,Euro Budget Spreadsheet Document Icon Set,"budget, spreadsheet, euro, document, finance, accounting, data, table, grid, money, currency, planning, expense, report, analysis, business, management, financial, calculation, tracking, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, commerce, fiscal, economy, transaction, payment, investment, assets, sheets, office, software"
big project 03 8904_FINAL.eps,Euro Bank Building Financial Icon Set,"bank, building, euro, finance, banking, money, currency, financial, economy, investment, corporate, institution, structure, architecture, icon, symbol, ui, web, design, graphic, digital, flat, gradient, minimalist, line, stroke, set, collection, monetary, account, service, payment, transaction, wealth, assets, growth, commercial, enterprise, fintech, banking, savings, market, capital, business"
big project 03 8905_FINAL.eps,Budget Spreadsheet Data File Icon Set,"budget, spreadsheet, data, file, document, finance, accounting, grid, table, planning, management, analysis, report, calculation, tracking, business, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, currency, money, office, software, productivity, organization, sheets, investment, economy, fiscal, commerce, statistics, information"
big project 03 8906_FINAL.eps,Financial Growth Chart Report Icon Set,"chart, report, finance, growth, data, analysis, business, document, bar, graph, trend, statistics, investment, marketing, performance, management, financial, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, information, planning, success, progress, accounting, economy, commerce, metrics, dashboard, visualization, results, overview"
big project 03 8907_FINAL.eps,Business Analytics Chart Report Icon Set,"analytics, report, chart, graph, business, finance, data, statistics, document, bar, trend, management, performance, analysis, financial, investment, marketing, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, information, planning, success, progress, accounting, economy, commerce, metrics, dashboard, visualization, results, overview, corporate"
big project 03 8908_FINAL.eps,Trade Hub Logistics Building Icon Set,"trade, hub, logistics, shipping, building, supply, chain, distribution, delivery, transport, warehouse, cargo, freight, business, commerce, management, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, import, export, global, economy, infrastructure, facility, shipping, package, movement, storage, operations, service, industry"
big project 03 8909_FINAL.eps,Trade Hub Shipping Logistics Icon Set,"trade, hub, logistics, shipping, warehouse, supply, chain, distribution, delivery, transport, cargo, freight, business, commerce, management, icon, symbol, ui, web, app, digital, design, graphic, flat, gradient, minimalist, line, stroke, set, collection, import, export, global, economy, infrastructure, facility, package, movement, storage, operations, service, industry, trading, shipping"
big project 03 8910_FINAL.eps,Document Growth Chart Icon Set,"document, growth, chart, icon, business, finance, data, report, analysis, statistics, graph, progress, success, performance, marketing, corporate, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, information, management, planning, strategy, visual, creative, asset, professional, isolated, white"
big project 03 8911_FINAL.eps,Financial Report Bar Chart Icon Set,"financial, report, bar, chart, icon, growth, data, business, analysis, statistics, graph, accounting, profit, economy, investment, money, marketing, performance, corporate, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, information, management, planning, strategy, visual, creative, asset"
big project 03 8912_FINAL.eps,Verified Banking Corporate Building Icons,"verified, banking, corporate, building, icon, credit, card, check, mark, security, finance, business, trust, official, bank, office, headquarters, real, estate, payment, transaction, approval, success, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, strategy, visual"
big project 03 8913_FINAL.eps,Secure Cloud Database Storage Icons,"secure, cloud, database, storage, icon, shield, data, protection, security, server, computing, technology, backup, network, information, hosting, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, planning, strategy, visual, creative, asset, professional, isolated, white, safe"
big project 03 8914_FINAL.eps,Verified Business Office Building Icons,"verified, business, office, building, icon, credit, card, check, mark, finance, banking, transaction, payment, security, approval, corporate, commercial, property, investment, money, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, strategy, visual, creative, asset"
big project 03 8915_FINAL.eps,Annual Report Document Icons,"annual, report, document, pie, chart, icon, finance, business, data, summary, analysis, statistics, accounting, corporate, file, paper, presentation, marketing, planning, strategy, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, visual, creative, asset, professional, isolated"
big project 03 8916_FINAL.eps,Corporate Annual Report File Icons,"corporate, annual, report, file, pie, chart, icon, business, documentation, finance, data, analysis, summary, statistics, accounting, paper, presentation, marketing, planning, strategy, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, visual, creative, asset, professional"
big project 03 8917_FINAL.eps,Currency Conversion Euro Arrow Icons,"currency, conversion, euro, arrow, icon, finance, banking, money, exchange, market, trade, global, economy, payment, transaction, transfer, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, planning, strategy, visual, creative, asset, professional, isolated, white, price"
big project 03 8918_FINAL.eps,Yen to Euro Currency Exchange Icons,"yen, euro, currency, exchange, icon, finance, banking, money, conversion, market, trade, global, economy, payment, transaction, transfer, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, management, planning, strategy, visual, creative, asset, professional, isolated, white, rate"
big project 03 8919_FINAL.eps,Checklist Folder Document Icons,"checklist, folder, document, icon, task, management, project, tracking, organization, business, file, paper, todo, list, workflow, productivity, digital, symbol, sign, interface, app, ui, web, design, graphic, style, gradient, outline, set, collection, modern, minimal, simple, flat, element, planning, strategy, visual, creative, asset, professional, isolated, white, check"
big project 03 8920_FINAL.eps,Checklist Folder Icons Collection,"folder, checklist, document, icon, ui, ux, design, graphic, business, management, organization, task, todo, web, app, interface, set, collection, colorful, gradient, linear, outline, symbol, digital, data, file, storage, office, work, productivity, planning, process, check, mark, list, system, software, element, modern, minimal, flat, style, sign, button, pictogram"
big project 03 8921_FINAL.eps,Browser Window Payment Icons Set,"browser, window, payment, checkout, ecommerce, online, transaction, secure, finance, web, design, ui, ux, icon, set, gradient, linear, outline, card, money, shop, purchase, shopping, pay, digital, business, application, software, interface, symbol, button, element, banking, credit, checkout, process, success, confirmed, verified, internet, modern, minimal, graphic, pictogram, sign"
big project 03 8922_FINAL.eps,Data Scheduling Calendar Icons Set,"calendar, schedule, date, planning, organizer, time, management, task, project, event, ui, ux, web, design, icon, set, gradient, linear, outline, business, productivity, agenda, monthly, daily, work, office, digital, application, software, interface, symbol, button, element, modern, minimal, graphic, pictogram, sign, data, timeline, tracking, records, system, layout, grid"
big project 03 8923_FINAL.eps,Credit Card Transaction UI Icons Set,"credit, card, payment, transaction, banking, fintech, money, finance, validation, verified, success, ui, ux, web, design, icon, set, gradient, linear, outline, shop, checkout, purchase, shopping, pay, digital, business, application, software, interface, symbol, button, element, modern, minimal, graphic, pictogram, sign, secure, safe, gateway, service, account, transfer"
big project 03 8924_FINAL.eps,Recycle Loop Arrow Icons Collection,"recycle, loop, arrow, sustainability, eco, environment, green, waste, management, nature, conservation, circular, economy, ui, ux, web, design, icon, set, gradient, linear, outline, symbol, button, element, modern, minimal, graphic, pictogram, sign, process, renewal, reuse, reduce, earth, protection, ecology, industry, clean, future, system, cycle, rotation, refresh, action"
big project 03 8925_FINAL.eps,Task Scheduling Calendar Icons Set,"calendar, task, schedule, planning, organizer, project, team, management, productivity, event, deadline, ui, ux, web, design, icon, set, gradient, linear, outline, business, agenda, monthly, daily, work, office, digital, application, software, interface, symbol, button, element, modern, minimal, graphic, pictogram, sign, data, tracking, records, system, layout, grid"
big project 03 8926_FINAL.eps,Workflow Process Diagram Icons Set,"workflow, process, diagram, chart, business, analysis, technical, documentation, project, management, flow, steps, logic, strategy, ui, ux, web, design, icon, set, gradient, linear, outline, symbol, button, element, modern, minimal, graphic, pictogram, sign, system, structure, data, operations, planning, development, sequence, path, network, organization, efficiency, model, scheme"
big project 03 8927_FINAL.eps,Data Flow Routing Icons Collection,"data, flow, routing, network, architecture, integration, system, information, paths, logic, strategy, business, technical, ui, ux, web, design, icon, set, gradient, linear, outline, symbol, button, element, modern, minimal, graphic, pictogram, sign, structure, operations, planning, development, sequence, path, organization, efficiency, model, scheme, connection, transfer, signal, process"
big project 03 8928_FINAL.eps,Secure Card Lock UI Icons Set,"secure, card, lock, security, privacy, protection, banking, finance, account, safe, access, ui, ux, web, design, icon, set, gradient, linear, outline, symbol, button, element, modern, minimal, graphic, pictogram, sign, digital, business, application, software, interface, authentication, login, password, data, shield, encryption, trusted, verified, payment"
big project 03 8929_FINAL.eps,Credit Card Lock Privacy Icons Set,"credit, card, lock, security, privacy, protection, banking, finance, fintech, payment, safe, access, ui, ux, web, design, icon, set, gradient, linear, outline, symbol, button, element, modern, minimal, graphic, pictogram, sign, digital, business, application, software, interface, authentication, login, password, data, shield, encryption, trusted, verified, gateway, transaction"
big project 03 8930_FINAL.eps,Organizational Hierarchy Flowchart Icons Set,"hierarchy, chart, structure, business, management, corporate, organization, flowchart, diagram, process, office, team, planning, strategy, professional, administration, system, leadership, design, graphic, icon, set, flat, colorful, outline, symbol, infographic, data, connection, link, relationship, mapping, network, workflow, corporate, management, layout, template, business, modern, minimalist, clean, digital, isolated, illustration"
big project 03 8931_FINAL.eps,Organizational Hierarchy Flowchart Icons Set,"hierarchy, chart, structure, business, management, corporate, organization, flowchart, diagram, process, office, team, planning, strategy, professional, administration, system, leadership, design, graphic, icon, set, flat, colorful, outline, symbol, infographic, data, connection, link, relationship, mapping, network, workflow, corporate, management, layout, template, business, modern, minimalist, clean, digital, isolated, illustration"
big project 03 8932_FINAL.eps,Courthouse Legal Building Icons,"courthouse, justice, law, legal, court, building, scales, judgment, attorney, lawyer, government, counsel, litigation, firm, advocacy, trial, statute, judicial, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, web, corporate, legal, service, justice, courtroom, authority, rule, law, system, modern, minimalist, clean, digital, isolated, lawyer"
